timestamp,target,destination_ip,hop_number,ip_address,rtt1_ms,rtt2_ms,rtt3_ms
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,0.810,0.749,0.700
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,7.209,4.357,10.080
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,13.956,7.284,10.553
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.473,1.427,1.362
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.589,1.540,1.494
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,4.106,4.401,4.480
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,7.970,6.967,6.881
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,4.404,6.553,6.481
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.800,4.811,4.526
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,10,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,7.193,7.070,6.872
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,12,62.115.139.142,5.180,5.108,4.959
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,13,62.115.133.239,11.277,12.628,12.411
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.138.227,24.831,24.928,24.340
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,15,62.115.124.57,26.095,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.140.15,228.366,240.701,235.981
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.30,413.546,225.525,414.496
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,18,62.115.140.25,330.807,233.249,243.457
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,19,62.115.140.25,232.938,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,20,213.248.82.234,241.464,226.994,243.870
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,21,211.125.114.74,248.952,244.664,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.119.102,242.412,251.284,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,23,211.125.119.106,254.904,254.974,244.805
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,24,211.125.114.74,248.860,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,25,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,27,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,28,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,29,*,,,
Fri 10 Apr 13:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,30,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,1,192.168.25.1,0.958,0.879,0.848
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,2,139.222.0.1,4.238,7.074,9.946
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,3,10.0.0.1,4.568,7.943,11.124
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,4,193.62.92.125,1.311,1.220,1.640
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,5,10.11.1.0,1.907,1.857,1.824
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,6,146.97.141.116,4.491,4.283,4.226
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,7,146.97.38.49,4.351,4.505,4.463
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,8,146.97.33.61,4.680,4.506,4.727
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,9,72.14.205.74,4.700,4.609,4.469
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,10,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,11,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,12,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,13,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,14,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,15,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,16,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,17,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,18,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,19,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,20,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,21,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,22,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,23,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,24,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,25,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,26,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,27,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,28,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,29,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.washington.edu,34.168.51.100,30,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,1.310,1.258,1.231
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,4.594,,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,16.395,19.364,22.403
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,1.623,1.597,1.571
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,1.986,1.961,1.936
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,4.739,4.564,4.513
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,4.509,4.594,4.561
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,5.476,6.448,6.413
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,6.388,4.725,4.616
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,10,212.187.216.237,5.295,5.200,5.168
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,11,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,12,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,13,154.54.76.30,6.076,5.976,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,14,154.54.75.150,5.849,5.805,6.007
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,15,154.54.94.45,78.955,78.733,78.595
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,16,154.54.169.226,77.658,78.982,77.515
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,17,154.54.169.197,87.191,87.104,86.873
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,18,154.54.6.221,89.161,93.377,93.298
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,19,154.54.165.133,100.227,100.181,104.584
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,20,154.54.7.233,116.540,115.847,111.879
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,21,154.54.165.30,146.532,182.362,145.770
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,22,154.54.166.70,137.059,137.151,132.373
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,23,154.54.44.86,143.175,143.894,143.659
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,24,154.54.27.118,142.746,142.843,138.475
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,25,154.54.86.41,140.227,140.354,140.549
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,26,38.104.84.15,146.466,146.651,142.125
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,27,104.171.226.68,146.550,146.478,146.576
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,28,172.80.0.167,145.978,141.386,145.887
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,1.530,1.418,1.344
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,5.222,11.216,7.894
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,30.493,25.628,33.353
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.834,1.747,1.676
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.836,1.770,1.705
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.412,4.622,4.542
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,7.575,6.834,6.787
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.288,5.475,5.389
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,50.570,50.653,50.801
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,63.938,60.466,60.474
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,61.381,61.990,61.702
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,0.906,0.820,0.752
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,4.547,7.331,14.481
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,35.859,29.235,12.343
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.445,1.386,1.291
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.746,1.694,1.511
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,4.671,4.466,4.327
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,4.456,4.843,4.785
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,4.734,5.071,5.018
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.976,5.167,4.963
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,10,62.115.175.106,4.707,4.810,4.637
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,8.086,8.001,7.836
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,12,62.115.139.142,4.877,4.903,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,13,62.115.133.239,11.369,12.828,12.370
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.138.227,23.845,23.709,21.508
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,15,62.115.141.184,165.740,160.186,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.142.37,239.056,225.986,235.960
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.25,225.017,225.312,334.220
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,18,213.248.82.234,236.912,235.981,236.922
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,19,213.248.82.234,235.798,239.926,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,20,211.125.119.102,244.518,243.521,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,21,103.14.13.3,248.638,247.951,248.867
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.119.106,247.358,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,23,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,24,103.14.13.3,248.218,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,25,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,26,211.125.119.106,261.364,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,27,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,28,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,29,*,,,
Fri 10 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,30,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,1,192.168.25.1,0.565,0.496,0.816
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,2,139.222.0.1,4.551,7.606,11.054
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,3,10.0.0.1,14.235,5.061,8.134
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,4,193.62.92.125,1.473,1.432,1.395
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,5,10.11.1.0,1.499,1.454,1.403
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,6,146.97.141.116,7.931,7.767,7.699
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,7,146.97.38.49,4.553,4.675,4.622
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,8,146.97.33.5,5.616,5.529,5.491
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,9,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,10,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,11,62.40.125.18,79.578,79.485,79.433
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,12,163.253.1.116,153.040,156.097,156.047
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,13,163.253.1.107,148.926,148.878,146.572
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,14,163.253.1.139,148.557,146.844,146.814
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,15,163.253.2.17,149.124,147.171,147.138
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,16,163.253.2.74,146.664,146.985,145.487
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,17,163.253.1.245,148.683,148.637,148.394
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,18,163.253.1.242,147.213,146.529,147.076
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,19,163.253.1.171,147.913,147.880,148.209
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,20,163.253.1.157,146.818,148.076,148.042
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,21,64.57.28.54,145.336,144.924,145.166
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,22,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,23,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,24,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,25,128.95.0.66,149.058,147.662,146.986
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,26,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,27,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,28,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,29,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.washington.edu,128.208.60.208,30,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,2.447,2.387,2.319
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,5.870,8.806,11.628
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,7.991,14.522,11.288
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,2.980,2.932,2.883
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,3.068,3.028,2.986
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,5.498,4.889,4.827
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,6.064,5.203,5.137
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,5.086,4.994,4.945
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,4.900,4.648,4.551
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,10,212.187.216.237,5.184,5.126,4.998
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,11,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,12,130.117.15.37,7.007,6.577,7.073
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,13,154.54.76.30,6.267,,
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,14,154.54.75.150,5.782,5.789,5.935
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,15,154.54.94.45,79.904,75.251,79.373
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,16,154.54.169.222,83.303,77.610,83.210
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,17,154.54.169.185,82.615,82.542,87.015
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,18,154.54.6.221,93.533,93.181,93.353
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,19,154.54.166.73,104.651,104.661,104.630
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,20,154.54.31.93,115.861,111.972,115.896
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,21,154.54.165.30,138.098,137.988,138.114
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,22,154.54.166.58,137.342,132.722,136.719
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,23,154.54.45.162,139.450,139.477,139.295
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,24,154.54.27.118,142.941,138.534,138.500
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,25,154.54.86.41,140.381,140.311,140.409
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,26,38.104.84.15,142.191,146.946,146.862
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,27,104.171.226.68,146.514,150.110,146.319
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,28,172.80.0.167,145.890,145.946,145.969
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.869,0.793,0.742
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,4.260,9.333,13.028
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,8.334,5.102,14.510
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.363,1.300,1.336
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.614,1.563,1.519
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.366,4.385,4.329
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,8.369,7.670,7.484
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.263,5.410,5.356
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,50.559,50.684,50.516
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,60.421,60.110,63.974
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,61.155,61.663,61.615
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Fri 10 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,1.156,1.086,1.020
Fri 10 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,10.738,7.600,4.729
Fri 10 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,6.966,24.301,
Fri 10 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.566,1.523,1.481
