timestamp,target,destination_ip,hop_number,ip_address,rtt1_ms,rtt2_ms,rtt3_ms
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.142.37,236.996,415.640,226.709
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.25,224.523,224.456,225.649
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,18,213.248.82.234,236.739,237.393,237.304
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,19,62.115.140.25,225.489,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,20,211.125.119.102,244.096,243.352,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,21,211.125.114.65,251.180,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.119.106,247.752,247.321,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,23,211.125.119.102,244.888,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,24,103.14.13.3,251.128,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,25,*,,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,27,*,,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,28,*,,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,29,*,,,
Sun 12 Apr 13:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,30,211.125.114.70,344.456,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,1,192.168.25.1,0.574,0.507,0.450
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,2,139.222.0.1,4.269,7.261,10.121
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,3,10.0.0.1,5.792,20.290,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,4,193.62.92.125,1.552,1.508,1.460
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,5,10.11.1.0,1.515,1.477,1.430
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,6,146.97.141.116,4.066,4.380,4.321
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,7,146.97.38.49,24.316,23.011,22.916
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,8,146.97.33.5,5.211,5.157,5.096
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,9,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,10,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,11,62.40.125.18,78.472,78.221,78.160
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,12,163.253.1.116,148.658,148.036,147.916
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,13,163.253.1.107,147.357,146.922,146.878
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,14,163.253.1.139,147.258,147.688,147.588
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,15,163.253.2.17,147.128,147.803,147.929
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,16,163.253.2.74,148.147,147.753,146.082
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,17,163.253.1.245,148.774,148.433,146.628
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,18,163.253.1.242,148.031,147.960,146.706
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,19,163.253.1.171,147.164,147.351,147.291
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,20,163.253.1.157,148.912,146.113,146.038
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,21,64.57.28.54,145.483,145.320,145.214
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,22,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,23,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,24,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,25,128.95.0.66,146.151,151.831,146.075
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,26,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,27,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,28,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,29,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.washington.edu,128.208.60.183,30,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,0.775,0.707,0.630
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,4.372,7.150,10.049
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,7.848,4.159,18.511
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,1.225,1.287,1.448
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,1.753,1.645,1.578
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,4.242,4.597,4.531
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,4.654,4.824,4.725
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,4.650,4.622,4.492
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,4.571,4.833,4.764
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,10,212.187.216.237,5.231,5.097,5.032
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,11,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,12,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,13,154.54.76.26,6.720,6.663,7.769
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,14,154.54.75.150,5.913,5.875,5.713
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,15,154.54.94.45,78.866,78.902,78.589
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,16,154.54.169.222,79.045,78.971,83.730
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,17,154.54.169.185,87.231,86.980,86.919
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,18,154.54.6.221,95.526,88.849,88.801
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,19,154.54.165.133,104.494,104.464,100.431
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,20,154.54.7.233,112.085,115.780,115.711
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,21,154.54.165.30,133.367,138.008,133.836
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,22,154.54.166.70,142.272,138.640,136.793
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,23,154.54.44.86,143.244,139.659,143.089
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,24,154.54.27.118,143.042,138.851,142.752
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,25,154.54.86.41,140.264,136.497,140.370
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,26,38.104.84.15,146.991,197.018,193.029
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,27,104.171.226.68,146.540,146.771,146.978
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,28,172.80.0.167,146.157,145.804,145.793
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.699,0.620,0.567
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,4.286,7.315,12.312
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,3,10.0.0.1,4.103,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.251,1.603,1.558
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.766,1.723,1.680
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.724,4.540,4.487
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,4.729,4.593,4.828
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.182,5.483,5.431
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,50.526,50.585,50.712
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,60.283,63.087,60.157
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,61.336,61.223,61.299
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,1.463,1.364,1.270
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,4.529,7.330,9.727
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,4.341,7.126,10.277
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.488,1.432,1.377
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.756,1.699,1.642
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,16.106,15.866,15.798
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,5.992,5.066,4.998
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,4.994,5.823,5.714
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.761,4.885,4.590
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,10,62.115.175.106,4.659,4.571,4.500
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,6.315,6.441,6.332
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,12,62.115.138.216,5.084,5.166,5.098
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,13,62.115.133.239,11.309,11.349,12.531
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.124.57,21.294,21.592,21.377
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,15,62.115.124.57,26.370,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.138.201,236.807,226.093,225.901
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.139.45,157.881,158.507,225.131
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,18,213.248.82.234,237.239,323.915,236.020
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,19,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,20,62.115.140.25,225.763,244.206,243.715
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,21,211.125.114.65,250.439,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,22,211.125.119.102,243.448,251.442,251.690
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,23,103.14.13.3,250.203,244.023,253.816
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,24,211.125.119.102,250.785,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,25,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,27,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,28,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,29,*,,,
Sun 12 Apr 16:00:02 BST 2026,www.harenet.ad.jp,211.125.120.152,30,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,1,192.168.25.1,0.746,0.646,0.577
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,2,139.222.0.1,19.010,22.002,13.806
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,3,10.0.0.1,4.199,18.557,15.437
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,4,193.62.92.125,1.561,1.501,1.430
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,5,10.11.1.0,1.521,1.456,1.395
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,6,146.97.141.116,4.384,4.700,4.626
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,7,146.97.38.49,4.899,4.677,4.916
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,8,146.97.33.61,4.752,4.834,5.306
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,9,72.14.205.74,5.124,4.636,4.788
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,10,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,11,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,12,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,13,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,14,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,15,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,16,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,17,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,18,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,19,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,20,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,21,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,22,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,23,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,24,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,25,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,26,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,27,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,28,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,29,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.washington.edu,34.82.219.4,30,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,1,192.168.25.1,0.745,0.664,0.565
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,2,139.222.0.1,4.269,9.948,7.068
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,3,10.0.0.1,10.678,14.129,6.884
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,4,193.62.92.125,1.244,1.368,1.293
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,5,10.11.1.0,1.534,1.469,1.580
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,6,146.97.141.116,4.278,4.511,4.415
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,7,146.97.38.49,4.531,4.628,4.490
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,8,146.97.33.61,4.456,4.809,4.631
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,9,146.97.35.194,4.970,4.980,4.511
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,10,212.187.216.237,4.882,4.802,4.806
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,11,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,12,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,13,154.54.76.30,6.585,,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,14,154.54.75.150,6.039,5.877,5.786
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,15,154.54.167.29,80.033,82.163,79.873
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,16,154.54.169.226,82.251,82.207,78.084
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,17,154.54.169.185,87.195,86.897,82.731
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,18,154.54.7.129,88.803,93.679,94.706
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,19,154.54.165.133,100.306,100.295,104.600
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,20,154.54.31.93,116.118,112.154,112.123
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,21,154.54.165.30,137.161,132.913,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,22,154.54.166.70,136.801,132.700,136.877
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,23,154.54.44.86,138.488,143.917,143.876
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,24,154.54.27.118,138.213,142.860,142.819
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,25,154.54.86.41,140.288,136.027,136.018
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,26,38.104.84.15,146.367,146.654,146.518
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,27,104.171.226.68,146.371,146.816,141.989
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,28,172.80.0.167,145.962,146.057,145.786
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,29,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.bijt.net,104.167.84.47,30,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,1,192.168.25.1,0.608,0.527,0.434
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,2,139.222.0.1,4.152,7.043,9.920
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,3,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,4,193.62.92.125,1.398,1.311,1.227
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,5,10.11.1.0,1.435,1.365,1.299
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,6,146.97.141.116,4.103,4.530,4.462
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,7,146.97.38.49,4.576,4.515,4.518
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,8,146.97.33.5,5.738,5.594,5.529
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,9,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,10,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,11,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,12,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,13,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,14,62.40.124.43,50.531,50.687,50.788
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,15,62.217.100.72,60.383,60.213,64.239
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,16,62.217.96.169,61.452,61.572,61.347
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,17,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,18,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,19,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,20,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,21,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,22,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,23,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,24,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,25,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,26,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,27,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,28,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,29,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.ntua.gr,147.102.224.101,30,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,1,192.168.25.1,0.623,0.563,0.529
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,2,139.222.0.1,4.117,7.056,10.058
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,3,10.0.0.1,4.719,10.570,7.458
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,4,193.62.92.125,1.466,1.419,1.357
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,5,10.11.1.0,1.577,1.530,1.574
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,6,146.97.141.116,4.191,6.997,6.942
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,7,146.97.38.49,5.059,5.057,4.962
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,8,146.97.33.61,4.890,4.777,4.717
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,9,146.97.35.194,4.674,4.629,5.149
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,10,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,11,62.115.142.244,8.685,8.626,8.520
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,12,62.115.139.142,4.978,4.967,4.996
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,13,62.115.135.25,12.134,11.528,11.488
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,14,62.115.124.55,21.811,24.226,24.179
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,15,62.115.141.219,160.470,160.513,160.053
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,16,62.115.141.122,226.985,335.095,225.663
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,17,62.115.140.25,229.405,226.027,226.174
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,18,213.248.82.234,237.135,245.509,237.016
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,19,*,,,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,20,211.125.114.65,244.259,244.812,244.385
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,21,103.14.13.3,252.687,319.550,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,22,103.14.13.3,244.686,246.717,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,23,103.14.13.3,250.699,253.178,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,24,103.14.13.3,250.620,,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,25,213.248.82.234,337.093,,
Sun 12 Apr 20:00:01 BST 2026,www.harenet.ad.jp,211.125.120.152,26,*,,,
